,err_train,err_test
96,0.12413570000125247,0.12503470267310507
97,0.12413570000125414,0.12503470267322703
98,0.12413570000125554,0.12503470267332342
99,0.12413570000125676,0.12503470267339992
100,0.12413570000125747,0.12503470267346037
101,0.12413570000125805,0.12503470267350827
102,0.12413570000125858,0.12503470267354605
103,0.12413570000125902,0.12503470267357616
104,0.12413570000125933,0.12503470267359998
105,0.12413570000125951,0.12503470267361871
106,0.12413570000125972,0.12503470267363365
107,0.12413570000126,0.1250347026736454
108,0.12413570000126,0.1250347026736548
109,0.12413570000126023,0.12503470267366215
110,0.12413570000126013,0.12503470267366795
111,0.12413570000126034,0.12503470267367267
112,0.12413570000126024,0.12503470267367628
113,0.12413570000126052,0.12503470267367922
114,0.12413570000126044,0.1250347026736815
115,0.12413570000126024,0.12503470267368336
116,0.12413570000126044,0.12503470267368477
117,0.12413570000126045,0.12503470267368597
118,0.12413570000126031,0.1250347026736868
119,0.12413570000126053,0.12503470267368758
120,0.12413570000126047,0.12503470267368816
121,0.12413570000126059,0.12503470267368857
122,0.12413570000126038,0.12503470267368888
123,0.1241357000012606,0.12503470267368927
124,0.1241357000012604,0.12503470267368946
125,0.12413570000126048,0.12503470267368968
126,0.12413570000126065,0.1250347026736898
127,0.1241357000012606,0.12503470267368982
128,0.12413570000126058,0.12503470267368993
129,0.12413570000126055,0.12503470267369002
130,0.1241357000012606,0.12503470267369002
131,0.12413570000126055,0.12503470267369007
132,0.12413570000126055,0.1250347026736901
133,0.12413570000126053,0.12503470267369013
134,0.12413570000126047,0.12503470267369016
135,0.12413570000126038,0.1250347026736902
136,0.1241357000012604,0.12503470267369016
137,0.12413570000126051,0.12503470267369032
138,0.12413570000126055,0.12503470267369024
139,0.12413570000126059,0.1250347026736902
140,0.12413570000126058,0.12503470267369027
141,0.1241357000012606,0.1250347026736902
142,0.12413570000126058,0.12503470267369018
143,0.12413570000126055,0.1250347026736902
144,0.12413570000126055,0.12503470267369018
145,0.12413570000126053,0.12503470267369024
146,0.12413570000126053,0.1250347026736902
147,0.12413570000126052,0.1250347026736903
148,0.12413570000126051,0.12503470267369032
149,0.12413570000126051,0.12503470267369032
150,0.12413570000126048,0.12503470267369032
151,0.12413570000126048,0.12503470267369035
152,0.12413570000126048,0.12503470267369038
153,0.12413570000126048,0.12503470267369038
154,0.12413570000126048,0.12503470267369038
155,0.12413570000126051,0.12503470267369038
156,0.12413570000126051,0.12503470267369038
157,0.12413570000126051,0.12503470267369038
158,0.12413570000126052,0.12503470267369038
159,0.12413570000126052,0.12503470267369038
160,0.12413570000126052,0.12503470267369038
161,0.12413570000126052,0.12503470267369038
162,0.12413570000126052,0.12503470267369038
163,0.12413570000126052,0.12503470267369038
164,0.12413570000126052,0.12503470267369038
165,0.12413570000126052,0.12503470267369038
166,0.12413570000126052,0.12503470267369038
167,0.12413570000126052,0.12503470267369038
168,0.12413570000126052,0.12503470267369038
169,0.12413570000126052,0.12503470267369038
170,0.12413570000126052,0.12503470267369038
171,0.12413570000126052,0.12503470267369038
172,0.12413570000126052,0.12503470267369038
173,0.12413570000126052,0.12503470267369038
174,0.12413570000126052,0.12503470267369038
175,0.12413570000126052,0.12503470267369038
176,0.12413570000126052,0.12503470267369038
177,0.12413570000126052,0.12503470267369038
178,0.12413570000126052,0.12503470267369038
179,0.12413570000126052,0.12503470267369038
180,0.12413570000126052,0.12503470267369038
181,0.12413570000126052,0.12503470267369038
182,0.12413570000126052,0.12503470267369038
183,0.12413570000126052,0.12503470267369038
184,0.12413570000126052,0.12503470267369038
185,0.12413570000126052,0.12503470267369038
186,0.12413570000126052,0.12503470267369038
187,0.12413570000126052,0.12503470267369038
188,0.12413570000126052,0.12503470267369038
189,0.12413570000126052,0.12503470267369038
190,0.12413570000126052,0.12503470267369038
191,0.12413570000126052,0.12503470267369038
192,0.12413570000126052,0.12503470267369038
193,0.12413570000126052,0.12503470267369038
194,0.12413570000126052,0.12503470267369038
195,0.12413570000126052,0.12503470267369038
196,0.12413570000126052,0.12503470267369038
197,0.12413570000126052,0.12503470267369038
198,0.12413570000126052,0.12503470267369038
199,0.12413570000126052,0.12503470267369038
