epoch,error
480,0.0814226229825522
481,0.08116426469498922
482,0.0809073649358961
483,0.0806519120014836
484,0.08039789431040806
485,0.08014530040218888
486,0.07989411893565006
487,0.07964433868738663
488,0.07939594855025309
489,0.0791489375318763
490,0.07890329475318963
491,0.07865900944699065
492,0.07841607095651956
493,0.07817446873405988
494,0.07793419233955919
495,0.0776952314392723
496,0.07745757580442274
497,0.0772212153098857
498,0.07698613993289005
499,0.07675233975173965
500,0.07651980494455399
501,0.0762885257880269
502,0.0760584926562043
503,0.07582969601927922
504,0.07560212644240522
505,0.07537577458452684
506,0.07515063119722695
507,0.07492668712359174
508,0.07470393329709128
509,0.074482360740477
510,0.07426196056469475
511,0.07404272396781417
512,0.07382464223397267
513,0.07360770673233544
514,0.07339190891606964
515,0.07317724032133407
516,0.07296369256628282
517,0.07275125735008288
518,0.07253992645194657
519,0.07232969173017696
520,0.07212054512122704
521,0.07191247863877227
522,0.07170548437279639
523,0.07149955448868951
524,0.0712946812263596
525,0.0710908568993558
526,0.07088807389400452
527,0.07068632466855725
528,0.07048560175234996
529,0.07028589774497519
530,0.07008720531546456
531,0.06988951720148302
532,0.06969282620853434
533,0.06949712520917707
534,0.06930240714225212
535,0.06910866501211987
536,0.0689158918879085
537,0.06872408090277231
538,0.06853322525316012
539,0.0683433181980937
540,0.06815435305845578
541,0.06796632321628815
542,0.0677792221140987
543,0.06759304325417789
544,0.06740778019792512
545,0.06722342656518292
546,0.06703997603358104
547,0.06685742233788908
548,0.06667575926937729
549,0.06649498067518662
550,0.06631508045770644
551,0.06613605257396078
552,0.0659578910350031
553,0.06578058990531815
554,0.06560414330223269
555,0.06542854539533281
556,0.06525379040589026
557,0.06507987260629534
558,0.06490678631949699
559,0.06473452591845125
560,0.06456308582557589
561,0.06439246051221242
562,0.06422264449809545
563,0.06405363235082825
564,0.06388541868536565
565,0.06371799816350314
566,0.0635513654933728
567,0.06338551542894587
568,0.06322044276954095
569,0.06305614235933951
570,0.06289260908690668
571,0.06272983788471867
572,0.0625678237286958
573,0.06240656163774187
574,0.06224604667328901
575,0.06208627393884843
576,0.06192723857956673
577,0.06176893578178784
578,0.06161136077262063
579,0.061454508819511394
580,0.06129837522982238
581,0.061142955350414994
582,0.060988244567238586
583,0.060834238304923974
584,0.06068093202638236
585,0.06052832123240898
586,0.06037640146129173
587,0.06022516828842453
588,0.06007461732592569
589,0.059924744222260434
590,0.059775544661868824
591,0.05962701436479749
592,0.05947914908633602
593,0.059331944616658375
594,0.059185396780467865
595,0.05903950143664681
596,0.058894254477910385
597,0.058749651830464794
598,0.058605689453669244
599,0.05846236333970222
600,0.058319669513231934
601,0.05817760403109012
602,0.058036162981950495
603,0.057895342486010345
604,0.0577551386946767
605,0.057615547790255274
606,0.057476565985643976
607,0.05733818952402961
608,0.05720041467858822
609,0.057063237752188946
610,0.056926655077101554
611,0.056790663014707296
612,0.056655257955212875
613,0.056520436317368486
614,0.056386194548188204
615,0.05625252912267463
616,0.05611943654354589
617,0.05598691334096628
618,0.05585495607228008
619,0.05572356132174813
620,0.05559272570028764
621,0.05546244584521516
622,0.055332718419992086
623,0.05520354011397366
624,0.05507490764216039
625,0.05494681774495242
626,0.05481926718790676
627,0.05469225276149754
628,0.054565771280878604
629,0.05443981958564874
630,0.0543143945396202
631,0.05418949303058915
632,0.05406511197010905
633,0.05394124829326674
634,0.05381789895846053
635,0.05369506094718141
636,0.053572731263796344
637,0.053450906935334004
638,0.05332958501127302
639,0.053208762563332526
640,0.05308843668526524
641,0.05296860449265237
642,0.05284926312270144
643,0.05273040973404569
644,0.052612041506546275
645,0.052494155641096385
646,0.0523767493594275
647,0.05225981990391772
648,0.05214336453740255
649,0.05202738054298741
650,0.05191186522386212
651,0.051796815903118056
652,0.051682229923566365
653,0.05156810464755904
654,0.05145443745681125
655,0.05134122575222611
656,0.051228466953721095
657,0.0511161585000563
658,0.05100429784866481
659,0.050892882475484416
660,0.050781909874791815
661,0.05067137755903791
662,0.05056128305868543
663,0.05045162392204798
664,0.05034239771513083
665,0.05023360202147349
666,0.050125234441993974
667,0.0500172925948346
668,0.04990977411520951
669,0.04980267665525394
670,0.04969599788387475
671,0.049589735486602796
672,0.04948388716544687
673,0.04937845063874895
674,0.04927342364104134
675,0.04916880392290472
676,0.049064589250828475
677,0.048960777407071665
678,0.04885736618952617
679,0.048754353411580596
680,0.04865173690198629
681,0.04854951450472408
682,0.048447684078872774
683,0.048346243498479116
684,0.04824519065242869
685,0.04814452344431842
686,0.0480442397923304
687,0.047944337629106965
688,0.04784481490162705
689,0.047745669571083615
690,0.04764689961276285
691,0.04754850301592385
692,0.04745047778368037
693,0.04735282193288304
694,0.047255533494003216
695,0.04715861051101776
696,0.04706205104129531
697,0.046965853155483364
698,0.04687001493739659
699,0.046774534483906345
700,0.04667940990483141
701,0.04658463932282936
702,0.04649022087328956
703,0.04639615270422692
704,0.046302432976176915
705,0.04620905986209134
706,0.04611603154723557
707,0.04602334622908611
708,0.04593100211723003
709,0.04583899743326495
710,0.045747330410699706
711,0.04565599929485677
712,0.04556500234277486
713,0.045474337823112984
714,0.04538400401605536
715,0.045293999213216876
716,0.0452043217175503
717,0.045114969843253375
718,0.0450259419156776
719,0.04493723627123776
720,0.044848851257321756
721,0.04476078523220224
722,0.04467303656494839
723,0.04458560363533869
724,0.04449848483377497
725,0.0444116785611965
726,0.04432518322899566
727,0.04423899725893414
728,0.04415311908305969
729,0.04406754714362405
730,0.04398227989300142
731,0.04389731579360795
732,0.043812653317821616
733,0.043728290947903356
734,0.043644227175918364
735,0.04356046050365882
736,0.04347698944256663
737,0.04339381251365747
738,0.043310928247445306
739,0.043228335183867594
740,0.043146031872211214
741,0.04306401687103917
742,0.042982288748117936
743,0.04290084608034547
744,0.04281968745367985
745,0.04273881146306867
746,0.04265821671237907
747,0.04257790181432848
748,0.042497865390415696
749,0.042418106070852994
750,0.04233862249449885
751,0.04225941330879073
752,0.0421804771696794
753,0.04210181274156298
754,0.042023418697222
755,0.041945293717755384
756,0.041867436492516216
757,0.04178984571904879
758,0.04171252010302597
759,0.041635458358187015
760,0.041558659206276376
761,0.04148212137698235
762,0.04140584360787707
763,0.041329824644356576
764,0.04125406323958146
765,0.0411785581544182
766,0.04110330815738088
767,0.04102831202457355
768,0.04095356853963303
769,0.04087907649367235
770,0.04080483468522439
771,0.040730841920186334
772,0.04065709701176476
773,0.04058359878042052
774,0.040510346053814913
775,0.04043733766675599
776,0.040364572461145116
777,0.04029204928592438
778,0.04021976699702451
779,0.0401477244573126
780,0.04007592053654127
781,0.0400043541112974
782,0.039933024064951805
783,0.0398619292876094
784,0.039791068676059256
785,0.03972044113372583
786,0.039650045570620095
787,0.03957988090329126
788,0.039509946054779005
789,0.03944023995456587
790,0.039370761538530544
791,0.039301509748900836
792,0.039232483534207885
793,0.03916368184923992
794,0.0390951036549972
795,0.03902674791864696
796,0.03895861361347844
797,0.038890699718859056
798,0.03882300522019032
799,0.03875552910886426
800,0.038688270382220606
801,0.0386212280435037
802,0.03855440110182027
803,0.03848778857209747
804,0.038421389475041076
805,0.038355202837094246
806,0.038289227690396666
807,0.038223463072743595
808,0.03815790802754608
809,0.038092561603790584
810,0.03802742285599968
811,0.03796249084419269
812,0.03789776463384677
813,0.03783324329585826
814,0.03776892590650457
815,0.037704811547406056
816,0.037640899305488425
817,0.03757718827294546
818,0.03751367754720202
819,0.03745036623087733
820,0.03738725343174845
821,0.03732433826271442
822,0.03726161984176034
823,0.03719909729192176
824,0.03713676974124974
825,0.037074636322775724
826,0.037012696174477014
827,0.03695094843924246
828,0.036889392264838304
829,0.03682802680387447
830,0.03676685121377099
831,0.03670586465672504
832,0.03664506629967756
833,0.036584455314280985
834,0.036524030876866634
835,0.0364637921684125
836,0.036403738374511524
837,0.03634386868533987
838,0.03628418229562558
839,0.036224678404617364
840,0.03616535621605401
841,0.036106214938133374
842,0.036047253783482266
843,0.0359884719691264
844,0.0359298687164602
845,0.035871443251217446
846,0.03581319480344177
847,0.0357551226074575
848,0.035697225901840574
849,0.03563950392939022
850,0.03558195593710002
851,0.035524581176129916
852,0.035467378901778354
853,0.035410348373454054
854,0.03535348885464875
855,0.03529679961290979
856,0.03524027991981287
857,0.03518392905093523
858,0.035127746285828945
859,0.0350717309079943
860,0.03501588220485364
861,0.03496019946772507
862,0.03490468199179687
863,0.03484932907610163
864,0.03479414002349076
865,0.034739114140609255
866,0.03468425073787063
867,0.03462954912943206
868,0.034575008633169466
869,0.03452062857065346
870,0.034466408267124535
871,0.034412347051469366
872,0.034358444256196524
873,0.034304699217413
874,0.03425111127480056
875,0.03419767977159227
876,0.03414440405454943
877,0.03409128347393839
878,0.03403831738350797
879,0.033985505140466436
880,0.033932846105459394
881,0.033880339642547094
882,0.03382798511918257
883,0.03377578190618941
884,0.03372372937774025
885,0.03367182691133484
886,0.03362007388777867
887,0.03356846969116169
888,0.03351701370883704
889,0.03346570533140025
890,0.03341454395266815
891,0.033363528969658426
892,0.03331265978256888
893,0.033261935794757315
894,0.03321135641272105
895,0.033160921046077
896,0.033110629107541846
897,0.03306048001291212
898,0.03301047318104457
899,0.032960608033836956
900,0.03291088399620838
901,0.03286130049608034
902,0.032811856964357594
903,0.03276255283490941
904,0.032713387544550665
905,0.032664360533023226
906,0.032615471242977645
907,0.03256671911995464
908,0.032518103612367
909,0.03246962417148147
910,0.03242128025140093
911,0.03237307130904638
912,0.03232499680413954
913,0.03227705619918517
914,0.0322292489594535
915,0.032181574552963374
916,0.0321340324504647
917,0.03208662212542162
918,0.0320393430539955
919,0.031992194715028295
920,0.031945176590025756
921,0.031898288163141074
922,0.031851528921158175
923,0.031804898353475775
924,0.031758395952090845
925,0.031712021211582855
926,0.03166577362909778
927,0.031619652704332084
928,0.0315736579395172
929,0.031527788839403895
930,0.03148204491124674
931,0.031436425664788686
932,0.03139093061224605
933,0.03134555926829308
934,0.0313003111500471
935,0.03125518577705339
936,0.031210182671270594
937,0.031165301357055836
938,0.03112054136115011
939,0.031075902212663823
940,0.031031383443062454
941,0.030986984586152132
942,0.030942705178065345
943,0.030898544757247143
944,0.030854502864440865
945,0.030810579042674393
946,0.030766772837246208
947,0.030723083795711845
948,0.03067951146787015
949,0.03063605540574992
950,0.03059271516359629
951,0.03054949029785754
952,0.03050638036717193
953,0.030463384932354412
954,0.03042050355638359
955,0.030377735804389003
956,0.030335081243637978
957,0.03029253944352304
958,0.030250109975549125
959,0.030207792413321128
960,0.030165586332531236
961,0.030123491310946666
962,0.03008150692839716
963,0.030039632766762983
964,0.029997868409962502
965,0.029956213443940293
966,0.029914667456655164
967,0.029873230038068063
968,0.029831900780130385
969,0.02979067927677234
970,0.029749565123891084
971,0.029708557919339247
972,0.029667657262913386
973,0.029626862756342645
974,0.02958617400327734
975,0.029545590609277708
976,0.029505112181802715
977,0.02946473833019901
978,0.029424468665689825
979,0.02938430280136399
980,0.029344240352165134
981,0.029304280934880876
982,0.029264424168131978
983,0.0292246696723618
984,0.029185017069825625
985,0.029145465984580225
986,0.029106016042473398
987,0.029066666871133517
988,0.02902741809995934
989,0.02898826936010966
990,0.028949220284493184
991,0.02891027050775861
992,0.028871419666284197
993,0.02883266739816823
994,0.028794013343218912
995,0.028755457142944522
996,0.028716998440543727
997,0.02867863688089587
998,0.02864037211055137
999,0.028602203777722067
1000,0.02856413153227183
