epoch,error
1,8.946967211953565
2,3.565654109175353
3,3.5521517625587062
4,3.5402015012966257
5,3.5298725160743962
6,3.5211437879606473
7,3.5139127759129414
8,3.5080156880107336
9,3.503253810492877
10,3.4994189348613323
11,3.496312621241456
12,3.493757492412248
13,3.4916017428179744
14,3.489719277372226
15,3.488007585306942
16,3.486384586262271
17,3.4847850207711644
18,3.483156678282045
19,3.4814566928469715
20,3.4796480986922367
21,3.4776967550716686
22,3.4755686420191365
23,3.4732274335135243
24,3.470632189549334
25,3.467734969242706
26,3.4644781389529857
27,3.460791117885038
28,3.456586258861713
29,3.4517535015452805
30,3.4461533704391623
31,3.4396078613803485
32,3.4318888778618266
33,3.42270440580939
34,3.411684124682175
35,3.398369718767562
36,3.38222221947916
37,3.3626691695522566
38,3.3392196622978307
39,3.311647334356056
40,3.2801500343041097
41,3.245314327037742
42,3.2078537242217067
43,3.1683564819841923
44,3.127199677407747
45,3.0845482903604986
46,3.0403947257712702
47,2.9946798944808446
48,2.9475106296794085
49,2.8993934723883292
50,2.851299221260579
51,2.8044295625775737
52,2.7598345499644346
53,2.718159529651488
54,2.6796086056076063
55,2.644041846003326
56,2.611109128626103
57,2.580364372601727
58,2.5513434740361065
59,2.5236102139851435
60,2.496779745406893
61,2.470528024567976
62,2.444592971937386
63,2.418770926396289
64,2.3929104088358173
65,2.36690428306698
66,2.3406809479888993
67,2.31419504702952
68,2.2874181822543393
69,2.2603301527599275
70,2.2329112349099574
71,2.2051359700485076
72,2.1769688363401265
73,2.148362070610961
74,2.1192557772416736
75,2.0895803143361857
76,2.059260802223685
77,2.0282235074278017
78,1.9964038662881232
79,1.963755988259142
80,1.9302634236012
81,1.8959505159694627
82,1.8608927058653086
83,1.825223114772434
84,1.7891324512933453
85,1.752860393862142
86,1.7166789244916327
87,1.680870551220616
88,1.6457057750557755
89,1.6114239990351207
90,1.5782206476560225
91,1.5462413405875466
92,1.5155823037822056
93,1.4862952347665297
94,1.4583946133996137
95,1.4318657504514551
96,1.4066724015096272
97,1.3827633094684832
98,1.3600774515535998
99,1.338548027052041
100,1.318105353545251
101,1.298678883671033
102,1.2801985490579422
103,1.2625956099742381
104,1.2458031544534498
105,1.2297563572448238
106,1.2143925800612092
107,1.1996513709521426
108,1.1854744019387446
109,1.1718053698386224
110,1.1585898750905388
111,1.1457752870330131
112,1.133310601122057
113,1.1211462934785725
114,1.1092341802849877
115,1.0975272931870481
116,1.085979786311515
117,1.0745468951757322
118,1.063184972089307
119,1.0518516260345543
120,1.0405059966666652
121,1.0291091908564656
122,1.0176249045473538
123,1.0060202407229384
124,0.9942667141304373
125,0.9823414040072199
126,0.9702281782664679
127,0.9579188705255175
128,0.9454142533706921
129,0.9327246296884968
130,0.919869872556894
131,0.9068787932417864
132,0.8937878063713776
133,0.8806389767958616
134,0.8674776458963999
135,0.8543499132578867
136,0.841300268282225
137,0.8283696207879614
138,0.8155938870013136
139,0.8030031781305704
140,0.7906215433263717
141,0.7784671564624969
142,0.766552811191148
143,0.7548865940179295
144,0.7434726285505753
145,0.7323118140296258
146,0.7214025097039273
147,0.7107411394990433
148,0.7003227077002745
149,0.6901412267261791
150,0.6801900638792826
151,0.6704622166471919
152,0.6609505268595419
153,0.6516478436317782
154,0.64254714410514
155,0.6336416198640863
156,0.6249247357688621
157,0.6163902668779982
158,0.60803231819313
159,0.5998453311452534
160,0.5918240800504859
161,0.5839636611808736
162,0.5762594766063617
163,0.5687072145529481
164,0.5613028276763785
165,0.5540425103596698
166,0.5469226758975203
167,0.5399399342243052
168,0.5330910706692777
169,0.5263730260783966
170,0.519782878523199
171,0.5133178267202704
172,0.5069751752074036
173,0.500752321262086
174,0.49464674350217397
175,0.4886559920754706
176,0.48277768032236335
177,0.47700947778192393
178,0.4713491044051979
179,0.4657943258383312
180,0.46034294964135336
181,0.4549928223147075
182,0.4497418270140266
183,0.44458788184340037
184,0.43952893862781994
185,0.43456298207613514
186,0.4296880292563383
187,0.42490212931502874
188,0.42020336338232644
189,0.41558984461220394
190,0.4110597183160853
191,0.40661116215465976
192,0.4022423863591367
193,0.3979516339586959
194,0.39373718099568544
195,0.38959733671426533
196,0.3855304437117224
197,0.381534878044685
198,0.3776090492849602
199,0.37375140052180666
200,0.369960408309157
201,0.3662345825576807
202,0.36257246637268326
203,0.35897263583969113
204,0.3554336997602278
205,0.3519542993407695
206,0.34853310783820546
207,0.34516883016534305
208,0.341860202460124
209,0.33860599162224936
210,0.33540499482089087
211,0.3322560389770917
212,0.3291579802243382
213,0.3261097033506465
214,0.3231101212253385
215,0.32015817421349907
216,0.3172528295809175
217,0.31439308089212037
218,0.3115779474039062
219,0.308806473456594
220,0.3060777278650108
221,0.30339080331105495
222,0.30074481573949335
223,0.2981389037584805
224,0.2955722280461239
225,0.29304397076426997
226,0.29055333498053815
227,0.2880995440994958
228,0.2856818413037461
229,0.28329948900557755
230,0.2809517683097234
231,0.2786379784876776
232,0.2763574364639198
233,0.27410947631433047
234,0.27189344877698485
235,0.2697087207754662
236,0.2675546749547604
237,0.26543070922974865
238,0.263336236346265
239,0.2612706834546375
240,0.2592334916955964
241,0.2572241157984019
242,0.25524202369100707
243,0.2532866961220541
244,0.25135762629447783
245,0.2494543195104693
246,0.2475762928275446
247,0.24572307472544472
248,0.24389420478358953
249,0.2420892333687978
250,0.24030772133298167
251,0.23854923972052255
252,0.23681336948503456
253,0.23509970121521823
254,0.23340783486951538
255,0.2317373795192742
256,0.23008795310013747
257,0.22845918217137856
258,0.2268507016829049
259,0.22526215474966427
260,0.22369319243319058
261,0.22214347353003627
262,0.22061266436684124
263,0.21910043860180334
264,0.21760647703231578
265,0.21613046740854855
266,0.21467210425275907
267,0.21323108868412385
268,0.21180712824889114
269,0.210399936755663
270,0.20900923411562117
271,0.20763474618752006
272,0.20627620462727797
273,0.20493334674200064
274,0.20360591534828384
275,0.20229365863464355
276,0.2009963300279305
277,0.1997136880635912
278,0.19844549625964494
279,0.19719152299425005
280,0.19595154138673668
281,0.1947253291819941
282,0.19351266863809768
283,0.19231334641707148
284,0.19112715347868364
285,0.18995388497717602
286,0.1887933401608361
287,0.18764532227431804
288,0.18650963846362847
289,0.18538609968369382
290,0.18427452060842678
291,0.1831747195432174
292,0.182086518339774
293,0.181009742313242
294,0.1799442201615317
295,0.17888978388679025
296,0.17784626871895265
297,0.17681351304131024
298,0.17579135831803794
299,0.17477964902362225
300,0.1737782325741342
301,0.17278695926029525
302,0.17180568218228243
303,0.17083425718622347
304,0.16987254280233366
305,0.16892040018464755
306,0.16797769305229932
307,0.16704428763230894
308,0.16612005260383086
309,0.16520485904382382
310,0.16429858037410297
311,0.1634010923097341
312,0.162512272808733
313,0.16163200202303463
314,0.16076016225069456
315,0.15989663788929057
316,0.1590413153904903
317,0.15819408321575185
318,0.15735483179312865
319,0.1565234534751446
320,0.1556998424977137
321,0.15488389494007299
322,0.1540755086857023
323,0.15327458338420347
324,0.1524810204141131
325,0.15169472284662336
326,0.15091559541018604
327,0.15014354445597633
328,0.14937847792419273
329,0.14862030531117046
330,0.14786893763728737
331,0.14712428741563952
332,0.14638626862146709
333,0.14565479666230996
334,0.14492978834887355
335,0.1442111618665863
336,0.14349883674782973
337,0.1427927338448238
338,0.14209277530315026
339,0.14139888453589683
340,0.14071098619840516
341,0.14002900616360886
342,0.1393528714979436
343,0.13868251043781576
344,0.13801785236661487
345,0.13735882779225478
346,0.13670536832523125
347,0.13605740665718194
348,0.1354148765399342
349,0.13477771276503178
350,0.1341458511437235
351,0.13351922848740613
352,0.13289778258850743
353,0.13228145220179854
354,0.13167017702612527
355,0.13106389768654728
356,0.1304625557168748
357,0.1298660935425928
358,0.12927445446416333
359,0.1286875826406954
360,0.1281054230739744
361,0.12752792159284151
362,0.1269550248379138
363,0.12638668024663818
364,0.12582283603866803
365,0.12526344120155888
366,0.12470844547677006
367,0.1241577993459691
368,0.12361145401762916
369,0.1230693614139128
370,0.12253147415783562
371,0.12199774556070224
372,0.12146812960980788
373,0.12094258095640037
374,0.12042105490389496
375,0.11990350739633582
376,0.11938989500710022
377,0.11888017492783601
378,0.11837430495763145
379,0.11787224349240716
380,0.11737394951452841
381,0.11687938258263104
382,0.11638850282165551
383,0.11590127091308583
384,0.11541764808538703
385,0.11493759610463625
386,0.11446107726534592
387,0.1139880543814698
388,0.11351849077759191
389,0.11305235028029187
390,0.11258959720968292
391,0.11213019637111907
392,0.11167411304706754
393,0.11122131298914141
394,0.11077176241029156
395,0.11032542797715023
396,0.10988227680252746
397,0.10944227643805328
398,0.10900539486696334
399,0.10857160049702623
400,0.10814086215360717
401,0.10771314907286635
402,0.10728843089508916
403,0.10686667765814324
404,0.10644785979106275
405,0.10603194810775457
406,0.10561891380082437
407,0.10520872843552062
408,0.10480136394379322
409,0.10439679261846431
410,0.10399498710750893
411,0.10359592040844368
412,0.10319956586281977
413,0.10280589715081942
414,0.1024148882859531
415,0.10202651360985475
416,0.10164074778717383
417,0.1012575658005612
418,0.10087694294574798
419,0.10049885482671453
420,0.10012327735094724
421,0.09975018672478303
422,0.09937955944883733
423,0.09901137231351645
424,0.0986456023946099
425,0.09828222704896297
426,0.09792122391022672
427,0.09756257088468492
428,0.09720624614715485
429,0.09685222813696168
430,0.09650049555398456
431,0.09615102735477257
432,0.09580380274872952
433,0.09545880119436613
434,0.09511600239561788
435,0.09477538629822807
436,0.09443693308619316
437,0.09410062317827125
438,0.09376643722455032
439,0.09343435610307692
440,0.09310436091654234
441,0.09277643298902649
442,0.09245055386279774
443,0.0921267052951676
444,0.09180486925539907
445,0.09148502792166835
446,0.09116716367807726
447,0.09085125911171743
448,0.09053729700978352
449,0.09022526035673561
450,0.08991513233150891
451,0.08960689630477048
452,0.08930053583622234
453,0.0889960346719491
454,0.08869337674180994
455,0.08839254615687378
456,0.08809352720689756
457,0.08779630435784525
458,0.08750086224944864
459,0.08720718569280755
460,0.08691525966802996
461,0.08662506932191043
462,0.0863365999656461
463,0.08604983707259083
464,0.08576476627604446
465,0.08548137336707896
466,0.08519964429239914
467,0.08491956515223792
468,0.08464112219828539
469,0.0843643018316511
470,0.08408909060085883
471,0.0838154751998735
472,0.08354344246615894
473,0.08327297937876749
474,0.08300407305645846
475,0.08273671075584765
476,0.08247087986958462
477,0.08220656792456
478,0.08194376258013952
479,0.08168245162642684
