epochs,error
461,0.056965410758883644
462,0.05679644398981005
463,0.05662844025515878
464,0.05646139148250891
465,0.056295289688593465
466,0.05613012697807857
467,0.05596589554236181
468,0.0558025876583912
469,0.05564019568750236
470,0.05547871207427535
471,0.05531812934540938
472,0.05515844010861616
473,0.05499963705153055
474,0.05484171294063916
475,0.05468466062022586
476,0.05452847301133404
477,0.05437314311074551
478,0.05421866398997559
479,0.05406502879428421
480,0.05391223074170238
481,0.053760263122074096
482,0.05360911929611349
483,0.0534587926944764
484,0.053309276816846926
485,0.0531605652310377
486,0.05301265157210433
487,0.05286552954147387
488,0.05271919290608643
489,0.052573635497550196
490,0.05242885121130915
491,0.05228483400582417
492,0.05214157790176604
493,0.051999076981221255
494,0.051857325386909625
495,0.05171631732141385
496,0.05157604704642087
497,0.051436508881974555
498,0.05129769720573989
499,0.05115960645227779
500,0.05102223111233146
501,0.050885565732122606
502,0.05074960491265919
503,0.05061434330905236
504,0.05047977562984449
505,0.05034589663634655
506,0.050212701141985686
507,0.05008018401166235
508,0.04994834016111644
509,0.049817164556303535
510,0.04968665221277947
511,0.04955679819509466
512,0.04942759761619645
513,0.04929904563684112
514,0.04917113746501326
515,0.04904386835535481
516,0.048917233608601
517,0.04879122857102592
518,0.04866584863389453
519,0.048541089232923836
520,0.0484169458477508
521,0.048293414001408394
522,0.048170489259809046
523,0.048048167231235096
524,0.04792644356583704
525,0.04780531395513822
526,0.04768477413154712
527,0.04756481986787594
528,0.04744544697686643
529,0.04732665131072213
530,0.04720842876064696
531,0.047090775256390785
532,0.046973686765800854
533,0.04685715929437931
534,0.046741188884847525
535,0.046625771616715855
536,0.046510903605859355
537,0.046396581004099754
538,0.04628279999879262
539,0.04616955681242078
540,0.04605684770219248
541,0.04594466895964612
542,0.04583301691025922
543,0.0457218879130635
544,0.045611278360264844
545,0.04550118467686843
546,0.04539160332030896
547,0.04528253078008586
548,0.04517396357740324
549,0.045065898264815024
550,0.04495833142587436
551,0.044851259674787994
552,0.04474467965607533
553,0.04463858804423161
554,0.04453298154339611
555,0.044427856887024234
556,0.044323210837564075
557,0.0442190401861375
558,0.044115341752225055
559,0.04401211238335522
560,0.043909348954797554
561,0.04380704836926002
562,0.04370520755659026
563,0.0436038234734806
564,0.04350289310317683
565,0.043402413455191156
566,0.0433023815650182
567,0.04320279449385536
568,0.043103649328326374
569,0.04300494318020832
570,0.042906673186162446
571,0.04280883650746832
572,0.04271143032976103
573,0.042614451862772525
574,0.04251789834007518
575,0.04242176701882963
576,0.042326055179535076
577,0.04223076012578305
578,0.042135879184014194
579,0.042041409703278326
580,0.041947349054997016
581,0.041853694632729595
582,0.04176044385194199
583,0.04166759414977826
584,0.041575142984835126
585,0.041483087836939145
586,0.041391426206926984
587,0.04130015561642807
588,0.04120927360764997
589,0.0411187777431666
590,0.041028665605708774
591,0.04093893479795769
592,0.040849582942340416
593,0.040760607680828426
594,0.0406720066747383
595,0.04058377760453459
596,0.04049591816963595
597,0.040408426088222496
598,0.04032129909704631
599,0.04023453495124385
600,0.04014813142415082
601,0.04006208630711926
602,0.03997639740933641
603,0.03989106255764649
604,0.0398060795963739
605,0.03972144638714893
606,0.039637160808735535
607,0.03955322075686089
608,0.039469624144047206
609,0.039386368899445565
610,0.03930345296867151
611,0.03922087431364267
612,0.03913863091241842
613,0.039056720759041215
614,0.03897514186337989
615,0.03889389225097492
616,0.03881296996288508
617,0.03873237305553653
618,0.03865209960057287
619,0.03857214768470778
620,0.038492515409578584
621,0.03841320089160209
622,0.03833420226183179
623,0.03825551766581675
624,0.0381771452634624
625,0.03809908322889213
626,0.03802132975031164
627,0.03794388302987391
628,0.03786674128354607
629,0.037789902740977654
630,0.03771336564537067
631,0.03763712825335065
632,0.03756118883483963
633,0.03748554567293017
634,0.03741019706376122
635,0.03733514131639497
636,0.03726037675269529
637,0.03718590170720758
638,0.03711171452703982
639,0.037037813571745175
640,0.036964197213205485
641,0.03689086383551663
642,0.036817811834874654
643,0.036745039619463606
644,0.036672545609344034
645,0.036600328236343474
646,0.036528385943947354
647,0.03645671718719176
648,0.03638532043255714
649,0.036314194157862884
650,0.03624333685216347
651,0.03617274701564569
652,0.036102423159526734
653,0.036032363805953635
654,0.035962567487903836
655,0.03589303274908653
656,0.03582375814384536
657,0.035754742237062154
658,0.03568598360406153
659,0.03561748083051683
660,0.035549232512356435
661,0.035481237255672045
662,0.03541349367662709
663,0.03534600040136656
664,0.03527875606592767
665,0.03521175931615144
666,0.035145008807595475
667,0.03507850320544721
668,0.03501224118443856
669,0.03494622142876112
670,0.034880442631982506
671,0.03481490349696332
672,0.03474960273577538
673,0.03468453906962029
674,0.034619711228749385
675,0.03455511795238422
676,0.034490757988637905
677,0.03442663009443722
678,0.03436273303544594
679,0.034299065585988386
680,0.034235626528974036
681,0.034172414655823144
682,0.034109428766392655
683,0.03404666766890329
684,0.033984130179867275
685,0.03392181512401658
686,0.033859721334232214
687,0.03379784765147429
688,0.033736192924712256
689,0.033674756010856594
690,0.03361353577469063
691,0.03355253108880338
692,0.033491740833522916
693,0.033431163896850434
694,0.03337079917439507
695,0.03331064556930931
696,0.03325070199222495
697,0.03319096736119009
698,0.033131440601606194
699,0.03307212064616624
700,0.03301300643479337
701,0.03295409691458001
702,0.032895391039727793
703,0.03283688777148802
704,0.032778586078102544
705,0.03272048493474565
706,0.03266258332346609
707,0.032604880233129865
708,0.03254737465936367
709,0.0324900656044988
710,0.03243295207751548
711,0.032376033093988094
712,0.032319307676030654
713,0.03226277485224273
714,0.032206433657656415
715,0.03215028313368325
716,0.03209432232806185
717,0.03203855029480631
718,0.03198296609415467
719,0.031927568792518304
720,0.031872357462431375
721,0.03181733118250115
722,0.031762489037358746
723,0.031707830117610046
724,0.03165335351978756
725,0.03159905834630217
726,0.031544943705396074
727,0.031491008711095406
728,0.03143725248316398
729,0.03138367414705696
730,0.03133027283387537
731,0.03127704768032076
732,0.03122399782865044
733,0.03117112242663313
734,0.031118420627505083
735,0.03106589158992639
736,0.03101353447793796
737,0.030961348460918962
738,0.030909332713544284
739,0.030857486415742704
740,0.0308058087526556
741,0.03075429891459547
742,0.03070295609700551
743,0.030651779500419182
744,0.030600768330420188
745,0.030549921797602953
746,0.03049923911753339
747,0.030448719510710057
748,0.030398362202525592
749,0.030348166423228715
750,0.030298131407886432
751,0.03024825639634633
752,0.030198540633200027
753,0.030148983367745918
754,0.03009958385395308
755,0.030050341350425183
756,0.030001255120364553
757,0.029952324431537097
758,0.02990354855623696
759,0.029854926771251893
760,0.029806458357828844
761,0.029758142601639764
762,0.029709978792747765
763,0.029661966225573794
764,0.029614104198863248
765,0.029566392015653233
766,0.02951882898323981
767,0.029471414413145908
768,0.029424147621089074
769,0.029377027926949927
770,0.029330054654740707
771,0.029283227132574058
772,0.029236544692632264
773,0.029190006671136484
774,0.029143612408316647
775,0.02909736124838125
776,0.02905125253948765
777,0.029005285633712647
778,0.028959459887022938
779,0.02891377465924652
780,0.028868229314043686
781,0.0288228232188786
782,0.028777555744991253
783,0.028732426267369153
784,0.02868743416471998
785,0.028642578819443855
786,0.028597859617606147
787,0.028553275948910575
788,0.028508827206672326
789,0.028464512787791656
790,0.0284203320927274
791,0.02837628452547117
792,0.028332369493521352
793,0.02828858640785752
794,0.028244934682915022
795,0.02820141373655994
796,0.028158022990064036
797,0.02811476186807997
798,0.02807162979861704
799,0.028028626213016525
800,0.027985750545927838
801,0.027943002235284658
802,0.027900380722281043
803,0.027857885451348093
804,0.02781551587013075
805,0.027773271429464574
806,0.027731151583352927
807,0.02768915578894432
808,0.027647283506509905
809,0.027605534199421144
810,0.027563907334127776
811,0.0275224023801358
812,0.0274810188099859
813,0.027439756099231726
814,0.02739861372641865
815,0.02735759117306259
816,0.027316687923628777
817,0.027275903465511325
818,0.027235237289012285
819,0.02719468888732126
820,0.027154257756495045
821,0.027113943395437566
822,0.027073745305879887
823,0.027033662992360458
824,0.026993695962205393
825,0.02695384372550897
826,0.026914105795114537
827,0.02687448168659514
828,0.026834970918234616
829,0.026795573011008836
830,0.026756287488566854
831,0.02671711387721264
832,0.026678051705886493
833,0.026639100506146825
834,0.026600259812152326
835,0.02656152916064388
836,0.02652290809092672
837,0.026484396144853026
838,0.02644599286680419
839,0.026407697803673767
840,0.026369510504850098
841,0.02633143052219921
842,0.02629345741004812
843,0.026255590725167748
844,0.026217830026756664
845,0.02618017487642422
846,0.026142624838174477
847,0.026105179478389744
848,0.026067838365814583
849,0.026030601071539827
850,0.025993467168986664
851,0.02595643623389103
852,0.025919507844287964
853,0.02588268158049614
854,0.025845957025102485
855,0.02580933376294703
856,0.02577281138110776
857,0.025736389468885693
858,0.02570006761778995
859,0.025663845421523116
860,0.025627722475966466
861,0.02559169837916561
862,0.02555577273131607
863,0.025519945134748978
864,0.02548421519391683
865,0.025448582515379604
866,0.025413046707790765
867,0.025377607381883337
868,0.025342264150456276
869,0.025307016628360914
870,0.02527186443248723
871,0.025236807181750823
872,0.025201844497079157
873,0.025166976001398802
874,0.025132201319622044
875,0.025097520078634084
876,0.02506293190728004
877,0.025028436436352223
878,0.024994033298577495
879,0.024959722128604544
880,0.024925502562991524
881,0.024891374240193657
882,0.02485733680055096
883,0.02482338988627583
884,0.024789533141441274
885,0.024755766211968677
886,0.02472208874561583
887,0.024688500391965417
888,0.02465500080241291
889,0.024621589630155195
890,0.02458826653017885
891,0.024555031159248758
892,0.02452188317589666
893,0.024488822240409998
894,0.024455848014820508
895,0.02442296016289333
896,0.024390158350115813
897,0.02435744224368647
898,0.02432481151250445
899,0.024292265827158353
900,0.024259804859915832
901,0.02422742828471283
902,0.024195135777142957
903,0.02416292701444725
904,0.024130801675503584
905,0.02409875944081644
906,0.02406679999250664
907,0.02403492301430135
908,0.02400312819152377
909,0.023971415211083258
910,0.023939783761465397
911,0.02390823353272211
912,0.02387676421646196
913,0.023845375505840302
914,0.023814067095549857
915,0.023782838681810844
916,0.023751689962361835
917,0.02372062063645005
918,0.02368963040482224
919,0.023658718969715182
920,0.023627886034846612
921,0.02359713130540609
922,0.023566454488045754
923,0.023535855290871543
924,0.02350533342343406
925,0.023474888596719805
926,0.023444520523142325
927,0.023414228916533403
928,0.02338401349213456
929,0.023353873966588168
930,0.023323810057929103
931,0.023293821485576193
932,0.02326390797032364
933,0.023234069234332987
934,0.023204305001124404
935,0.02317461499556863
936,0.0231449989438789
937,0.023115456573602592
938,0.023085987613613277
939,0.023056591794102632
940,0.023027268846572534
941,0.02299801850382719
942,0.022968840499965244
943,0.022939734570371937
944,0.022910700451711473
945,0.022881737881919363
946,0.0228528466001946
947,0.022824026346992373
948,0.02279527686401636
949,0.022766597894211357
950,0.022737989181755798
951,0.022709450472054533
952,0.022680981511731393
953,0.022652582048621965
954,0.022624251831766435
955,0.02259599061140253
956,0.02256779813895814
957,0.02253967416704465
958,0.022511618449449586
959,0.02248363074112997
960,0.022455710798205124
961,0.022427858377950166
962,0.022400073238788933
963,0.02237235514028729
964,0.022344703843146553
965,0.0223171191091966
966,0.02228960070138957
967,0.022262148383793003
968,0.022234761921583447
969,0.02220744108104004
970,0.022180185629537927
971,0.02215299533554204
972,0.02212586996860066
973,0.022098809299339207
974,0.022071813099453795
975,0.022044881141705313
976,0.02201801319991297
977,0.021991209048948412
978,0.021964468464729468
979,0.021937791224214173
980,0.021911177105394836
981,0.021884625887292047
982,0.021858137349948556
983,0.02183171127442381
984,0.021805347442787715
985,0.021779045638115207
986,0.021752805644480133
987,0.02172662724694974
988,0.02170051023157906
989,0.02167445438540515
990,0.021648459496441445
991,0.02162252535367244
992,0.021596651747047838
993,0.021570838467477323
994,0.021545085306825012
995,0.021519392057904096
996,0.02149375851447132
997,0.021468184471221837
998,0.0214426697237838
999,0.02141721406871308
1000,0.021391817303488107
