loss,acc
0.6001978516578674,0.8498333096504211
0.3304576277732849,0.9081000089645386
0.301519513130188,0.9159500002861023
0.2880195081233978,0.9199666380882263
0.28027796745300293,0.9216499924659729
0.27467483282089233,0.9235000014305115
0.2707706391811371,0.9255499839782715
0.2673530578613281,0.9258333444595337
0.2648914158344269,0.9268500208854675
0.2629779279232025,0.9275833368301392
0.2612074017524719,0.9286500215530396
0.259478360414505,0.929099977016449
0.2583487033843994,0.9297999739646912
0.25715023279190063,0.9298166632652283
0.25601130723953247,0.9305499792098999
0.2551696002483368,0.9307666420936584
0.2546255588531494,0.9310833215713501
0.25390803813934326,0.9311166405677795
0.25300124287605286,0.9314333200454712
0.252377986907959,0.932533323764801
0.25174590945243835,0.9322666525840759
0.2514941692352295,0.9318166375160217
0.2508201599121094,0.9323833584785461
0.25024843215942383,0.9331333041191101
0.25003382563591003,0.9329666495323181
0.24972453713417053,0.9333833456039429
0.24937807023525238,0.9327499866485596
0.2488788366317749,0.933733344078064
0.24872085452079773,0.9340166449546814
0.2481793910264969,0.9338833093643188
0.2478458732366562,0.9339500069618225
0.24788817763328552,0.933733344078064
0.24748489260673523,0.933566689491272
0.2474983036518097,0.9341999888420105
0.24717779457569122,0.9341999888420105
0.2467244267463684,0.934249997138977
0.2467476725578308,0.9342666864395142
0.24641820788383484,0.9348333477973938
0.24633421003818512,0.9347833395004272
0.24614371359348297,0.934416651725769
0.24599404633045197,0.9345166683197021
0.24561645090579987,0.9346333146095276
0.24566194415092468,0.9350000023841858
0.24540090560913086,0.9348166584968567
0.2455572932958603,0.9348999857902527
0.24491465091705322,0.9352666735649109
0.24531984329223633,0.9350500106811523
0.24500088393688202,0.9355000257492065
0.24475596845149994,0.9352999925613403
0.244662806391716,0.9359833598136902
0.24449273943901062,0.9357666373252869
0.2445809245109558,0.9363166689872742
0.24442058801651,0.9353500008583069
0.2442329078912735,0.9358500242233276
0.24427586793899536,0.9345999956130981
0.24429352581501007,0.9358333349227905
0.24403837323188782,0.9358333349227905
0.24398119747638702,0.9359833598136902
0.24360623955726624,0.9361333250999451
0.24382326006889343,0.9360166788101196
0.24364161491394043,0.9356333613395691
0.24329666793346405,0.93586665391922
0.24347469210624695,0.9362499713897705
0.2435068041086197,0.9364500045776367
0.2431095540523529,0.9359999895095825
0.24333883821964264,0.9362999796867371
0.24323035776615143,0.9357333183288574
0.24312768876552582,0.9360166788101196
0.2431461662054062,0.935949981212616
0.2430892288684845,0.9364666938781738
0.24262899160385132,0.9363666772842407
0.24277576804161072,0.9362666606903076
0.24266764521598816,0.9370666742324829
0.24276655912399292,0.9366000294685364
0.24257105588912964,0.9369166493415833
0.24274112284183502,0.9369333386421204
0.242561474442482,0.9369333386421204
0.24259358644485474,0.9366666674613953
0.24239428341388702,0.9366999864578247
0.24247179925441742,0.9365500211715698
0.24229569733142853,0.9366833567619324
0.24219514429569244,0.9370166659355164
0.24216847121715546,0.9362333416938782
0.24203971028327942,0.9367833137512207
0.24216358363628387,0.9366833567619324
0.24231554567813873,0.9362000226974487
0.24200455844402313,0.9367166757583618
0.24204105138778687,0.9370666742324829
0.24167783558368683,0.9369000196456909
0.24168656766414642,0.9369833469390869
0.24154891073703766,0.9374833106994629
0.24178142845630646,0.9369999766349792
0.24169376492500305,0.9368000030517578
0.24183574318885803,0.9370333552360535
0.2414526343345642,0.9369333386421204
0.24163088202476501,0.9376333355903625
0.24143068492412567,0.9373999834060669
0.24146103858947754,0.9365666508674622
0.24159514904022217,0.9369333386421204
0.24146118760108948,0.9379666447639465
0.24154621362686157,0.9369833469390869
0.24133595824241638,0.9369500279426575
0.24159181118011475,0.9371166825294495
