loss,acc
0.24140705168247223,0.9370166659355164
0.2413330078125,0.9371333122253418
0.24138185381889343,0.937833309173584
0.24122923612594604,0.9371333122253418
0.24130882322788239,0.9374499917030334
0.24139049649238586,0.9374499917030334
0.24135132133960724,0.9378833174705505
0.24120794236660004,0.9374333620071411
0.2410888373851776,0.9376333355903625
0.24100743234157562,0.937666654586792
0.24118250608444214,0.9370166659355164
0.24133895337581635,0.9369333386421204
0.24101582169532776,0.9376500248908997
0.24105583131313324,0.9376000165939331
0.2407960742712021,0.9381499886512756
0.2408425360918045,0.9383166432380676
0.24094387888908386,0.937416672706604
0.24114832282066345,0.9372666478157043
0.24107587337493896,0.9377333521842957
0.24096132814884186,0.9376333355903625
0.24088214337825775,0.9378499984741211
0.24094460904598236,0.9381499886512756
0.2410258650779724,0.9376333355903625
0.24083144962787628,0.9378666877746582
0.240739107131958,0.937833309173584
0.24070332944393158,0.9371500015258789
0.24079997837543488,0.9375666379928589
0.24074657261371613,0.937333345413208
0.24059639871120453,0.9382166862487793
0.2408258020877838,0.9376833438873291
0.24090616405010223,0.9380000233650208
0.2408858686685562,0.937666654586792
0.24074159562587738,0.9377999901771545
0.24083125591278076,0.9377166628837585
0.24086737632751465,0.9379166960716248
0.24079623818397522,0.9377166628837585
0.24064402282238007,0.9377833604812622
0.24080917239189148,0.9379666447639465
0.2404855340719223,0.9380166530609131
0.2405501902103424,0.9382166862487793
0.24067527055740356,0.9379000067710876
0.24052909016609192,0.9378833174705505
0.24070042371749878,0.9378166794776917
0.24045893549919128,0.9383666515350342
0.2404404729604721,0.9372833371162415
0.2407064139842987,0.9377833604812622
0.2406134158372879,0.9380499720573425
0.24057751893997192,0.9378499984741211
0.24055743217468262,0.9380833506584167
0.24056905508041382,0.9384666681289673
0.2405843585729599,0.9380999803543091
0.24062547087669373,0.9377666711807251
0.2406366467475891,0.9379333257675171
0.2405550479888916,0.9382833242416382
0.24049945175647736,0.9380999803543091
0.2406339943408966,0.9384333491325378
0.24030086398124695,0.9379166960716248
0.24064096808433533,0.9380833506584167
0.2404514104127884,0.9377999901771545
0.2403969019651413,0.9383666515350342
0.2404390275478363,0.9383833408355713
0.24055153131484985,0.9384166598320007
0.24026010930538177,0.9380000233650208
0.24023960530757904,0.9378833174705505
0.24020610749721527,0.9379833340644836
0.24023933708667755,0.9383000135421753
0.24044020473957062,0.9381833076477051
0.24051792919635773,0.9381999969482422
0.24017217755317688,0.9379333257675171
0.2402411252260208,0.9382666945457458
0.24018318951129913,0.9386833310127258
0.240388885140419,0.9385499954223633
0.2402755469083786,0.9386666417121887
0.24047178030014038,0.9381833076477051
0.24019545316696167,0.9380000233650208
0.24022749066352844,0.9383999705314636
0.24016828835010529,0.9384833574295044
0.240314781665802,0.9379500150680542
0.24037055671215057,0.9386166930198669
0.24020804464817047,0.9383500218391418
0.24031327664852142,0.9385499954223633
0.24034155905246735,0.9386666417121887
0.24025358259677887,0.9382833242416382
0.2402837574481964,0.9385666847229004
0.2400224804878235,0.9382333159446716
0.2400805503129959,0.9384166598320007
0.24020758271217346,0.9383166432380676
0.2401387244462967,0.9387500286102295
0.24010741710662842,0.9382666945457458
0.2402978539466858,0.9384166598320007
0.24003271758556366,0.9379666447639465
0.2403561919927597,0.9381833076477051
0.2399890422821045,0.9389833211898804
0.24013903737068176,0.9385833144187927
0.24015021324157715,0.9381666779518127
0.24003556370735168,0.9380666613578796
0.23981508612632751,0.9387500286102295
