,loss,accuracy,val_loss,val_accuracy
0,0.721250593662262,0.8203703761100769,0.3543565571308136,0.9118333458900452
1,0.38048237562179565,0.8982592821121216,0.2871960997581482,0.9244999885559082
2,0.33292263746261597,0.9085000157356262,0.2621137499809265,0.9308333396911621
3,0.31113049387931824,0.9138703942298889,0.24928145110607147,0.9319999814033508
4,0.29790711402893066,0.9164999723434448,0.24129138886928558,0.9346666932106018
5,0.2890651822090149,0.9191851615905762,0.23718784749507904,0.9365000128746033
6,0.2824718654155731,0.920796275138855,0.23594218492507935,0.937166690826416
7,0.277551531791687,0.9222221970558167,0.23085929453372955,0.9388333559036255
8,0.272958904504776,0.9238333106040955,0.22951701283454895,0.9386666417121887
9,0.26986533403396606,0.9244258999824524,0.2282748818397522,0.9388333559036255
10,0.26667869091033936,0.9250370264053345,0.22624363005161285,0.9384999871253967
11,0.26421844959259033,0.9263888597488403,0.2247854471206665,0.9413333535194397
12,0.26195093989372253,0.9266481399536133,0.22379347681999207,0.9416666626930237
13,0.26018309593200684,0.9274444580078125,0.22342920303344727,0.9398333430290222
14,0.2581494450569153,0.9287407398223877,0.22404439747333527,0.9390000104904175
15,0.2563958168029785,0.9293333292007446,0.22233951091766357,0.9401666522026062
16,0.25538021326065063,0.9288333058357239,0.22180382907390594,0.940833330154419
17,0.25408539175987244,0.929111123085022,0.22200405597686768,0.9391666650772095
18,0.2525240182876587,0.9300185441970825,0.22170156240463257,0.9413333535194397
19,0.25196394324302673,0.9302963018417358,0.22099299728870392,0.9423333406448364
0,1.9835563898086548,0.39827778935432434,1.664469838142395,0.6476666927337646
1,1.5381462574005127,0.6784629821777344,1.3602954149246216,0.7536666393280029
2,1.3171862363815308,0.7393703460693359,1.1809595823287964,0.796999990940094
3,1.1776517629623413,0.7684444189071655,1.060407280921936,0.8209999799728394
4,1.079972743988037,0.7867592573165894,0.9727665781974792,0.8368333578109741
5,1.0070819854736328,0.7981296181678772,0.9058029651641846,0.8461666703224182
6,0.9501696825027466,0.8067777752876282,0.852719783782959,0.8556666374206543
7,0.9042072296142578,0.8136851787567139,0.8092890381813049,0.8604999780654907
8,0.8661354184150696,0.8201296329498291,0.7730575203895569,0.8654999732971191
9,0.8339585661888123,0.824222207069397,0.7422400712966919,0.8678333163261414
10,0.8063103556632996,0.8285925984382629,0.7156156301498413,0.8701666593551636
11,0.7822409868240356,0.8322036862373352,0.6924129128456116,0.8733333349227905
12,0.7610381841659546,0.8359444737434387,0.6719104647636414,0.874833345413208
13,0.742190420627594,0.8381481766700745,0.6536412239074707,0.8771666884422302
14,0.725291907787323,0.840666651725769,0.6372562050819397,0.8791666626930237
15,0.7100273370742798,0.8426111340522766,0.6224626302719116,0.8811666369438171
16,0.6961621046066284,0.8446111083030701,0.6090080738067627,0.8826666474342346
17,0.6834852695465088,0.8465185165405273,0.5966843366622925,0.8838333487510681
18,0.6718435287475586,0.8480926156044006,0.5854059457778931,0.8848333358764648
19,0.6611047387123108,0.8494629859924316,0.5750091671943665,0.8861666917800903
0,0.6394792199134827,0.8419814705848694,0.30457833409309387,0.9203333258628845
1,0.3429156243801117,0.9047407507896423,0.26192373037338257,0.9286666512489319
2,0.311625212430954,0.9142592549324036,0.24621666967868805,0.9321666955947876
3,0.29671192169189453,0.9169814586639404,0.23934346437454224,0.9323333501815796
4,0.2880256772041321,0.9194444417953491,0.2344256043434143,0.9330000281333923
5,0.2820068299770355,0.9220555424690247,0.22937479615211487,0.937166690826416
6,0.27746832370758057,0.9223518371582031,0.22782163321971893,0.937166690826416
7,0.2742012143135071,0.9235555529594421,0.22529757022857666,0.9380000233650208
8,0.27125900983810425,0.9245185256004333,0.2251463383436203,0.9381666779518127
9,0.269152969121933,0.9258148074150085,0.22751428186893463,0.937333345413208
10,0.26711374521255493,0.9266666769981384,0.22603188455104828,0.9380000233650208
11,0.265449583530426,0.9271666407585144,0.2237117886543274,0.940500020980835
12,0.26400327682495117,0.9280185103416443,0.22160449624061584,0.940833330154419
13,0.26276835799217224,0.9277592301368713,0.22477862238883972,0.9388333559036255
14,0.26164716482162476,0.9282407164573669,0.2225734442472458,0.9391666650772095
15,0.2605920732021332,0.928851842880249,0.22169890999794006,0.9398333430290222
16,0.259637713432312,0.9295926094055176,0.2240874022245407,0.9391666650772095
17,0.2586641013622284,0.9298148155212402,0.22140441834926605,0.940500020980835
18,0.2579290270805359,0.9296296238899231,0.22044791281223297,0.9411666393280029
19,0.25729143619537354,0.9296666383743286,0.21942538022994995,0.9419999718666077
