,loss,accuracy,val_loss,val_accuracy
0,0.6565836071968079,0.8195925951004028,0.28222155570983887,0.9223333597183228
1,0.31270337104797363,0.9128333330154419,0.23892229795455933,0.9319999814033508
2,0.2732466459274292,0.9225925803184509,0.20916570723056793,0.9418333172798157
3,0.2489718794822693,0.9301111102104187,0.198421910405159,0.9440000057220459
4,0.23094405233860016,0.935092568397522,0.18372048437595367,0.9478333592414856
5,0.215511754155159,0.9393888711929321,0.17779625952243805,0.9509999752044678
6,0.2035687267780304,0.9427037239074707,0.1680264174938202,0.9538333415985107
7,0.19272221624851227,0.9450555443763733,0.16097614169120789,0.9564999938011169
8,0.18411098420619965,0.9470740556716919,0.1576048731803894,0.9555000066757202
9,0.1766657680273056,0.9493333101272583,0.15220969915390015,0.9571666717529297
10,0.1698029488325119,0.9509629607200623,0.1502562016248703,0.9574999809265137
11,0.16397599875926971,0.9526110887527466,0.14934316277503967,0.956333339214325
12,0.1581168919801712,0.9544444680213928,0.146723210811615,0.9566666483879089
13,0.15386871993541718,0.9553148150444031,0.14176785945892334,0.9601666927337646
14,0.14846280217170715,0.9565740823745728,0.14408089220523834,0.9593333601951599
15,0.14533671736717224,0.9575555324554443,0.14186404645442963,0.9588333368301392
16,0.14113664627075195,0.9583888649940491,0.14414024353027344,0.9591666460037231
17,0.13836130499839783,0.9595370292663574,0.13970544934272766,0.9586666822433472
18,0.13482442498207092,0.960444450378418,0.1388595849275589,0.9599999785423279
19,0.1317078322172165,0.9610555768013,0.13973009586334229,0.9595000147819519
0,2.127009153366089,0.28285184502601624,1.8903785943984985,0.44999998807907104
1,1.7543060779571533,0.4950000047683716,1.555930495262146,0.5888333320617676
2,1.4899810552597046,0.6013148427009583,1.3245875835418701,0.7049999833106995
3,1.303299903869629,0.6962037086486816,1.1601214408874512,0.7833333611488342
4,1.1654229164123535,0.753777801990509,1.0370759963989258,0.8161666393280029
5,1.0599199533462524,0.7840370535850525,0.9420945048332214,0.8328333497047424
6,0.977218747138977,0.8020185232162476,0.8673104047775269,0.8413333296775818
7,0.9111423492431641,0.8131296038627625,0.8071869015693665,0.8488333225250244
8,0.8574255108833313,0.8217407464981079,0.758197009563446,0.8550000190734863
9,0.8130182027816772,0.8285555839538574,0.7171859741210938,0.8606666922569275
10,0.7757399678230286,0.8337036967277527,0.6827786564826965,0.8661666512489319
11,0.7440124154090881,0.8381296396255493,0.653264582157135,0.8703333139419556
12,0.7166564464569092,0.8419629335403442,0.6278584599494934,0.8743333220481873
13,0.6928067803382874,0.8453518748283386,0.6056328415870667,0.8755000233650208
14,0.671809732913971,0.8483889102935791,0.5859655141830444,0.8790000081062317
15,0.6531778573989868,0.8511666655540466,0.5684807300567627,0.8823333382606506
16,0.6365066766738892,0.853851854801178,0.5529288649559021,0.8834999799728394
17,0.6215025186538696,0.8559444546699524,0.5388602018356323,0.8863333463668823
18,0.6079196929931641,0.8579999804496765,0.5261366963386536,0.8893333077430725
19,0.5955604314804077,0.8599444627761841,0.5145528316497803,0.8899999856948853
0,0.6728093028068542,0.8158147931098938,0.28747475147247314,0.9236666560173035
1,0.3173622786998749,0.9114999771118164,0.23736165463924408,0.934333324432373
2,0.28006643056869507,0.9210555553436279,0.2213917374610901,0.9368333220481873
3,0.25946199893951416,0.9274259209632874,0.21439577639102936,0.940500020980835
4,0.24411249160766602,0.9312407374382019,0.20087499916553497,0.9419999718666077
5,0.2312784492969513,0.9349444508552551,0.1934778094291687,0.9443333148956299
6,0.22178447246551514,0.9372037053108215,0.18948987126350403,0.9465000033378601
7,0.2136225551366806,0.9393518567085266,0.18430256843566895,0.9471666812896729
8,0.20653757452964783,0.9415740966796875,0.18091164529323578,0.9483333230018616
9,0.20050384104251862,0.9432777762413025,0.177032932639122,0.9488333463668823
10,0.1953071504831314,0.9452221989631653,0.17756274342536926,0.9484999775886536
11,0.1908283829689026,0.9456296563148499,0.17010872066020966,0.9524999856948853
12,0.18683890998363495,0.9468703866004944,0.1677687019109726,0.9518333077430725
13,0.18224164843559265,0.9478148221969604,0.1712028831243515,0.9495000243186951
14,0.1788158416748047,0.9490925669670105,0.16754241287708282,0.9506666660308838
15,0.17574718594551086,0.9497963190078735,0.16506041586399078,0.9521666765213013
16,0.17244724929332733,0.9504073858261108,0.16368278861045837,0.9526666402816772
17,0.16959504783153534,0.9524815082550049,0.16918468475341797,0.9516666531562805
18,0.16687695682048798,0.9531296491622925,0.16556261479854584,0.9520000219345093
19,0.16456128656864166,0.9537037014961243,0.16253246366977692,0.9538333415985107
